_c0,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_group
15223,976330,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,67684.0,Married,Star,Standard,,,Medium
15722,958869,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,49588.0,Divorced,Star,Standard,2016.0,,Low
16242,414239,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,76590.0,Married,Star,Standard,,,High
16455,801146,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,67819.0,Single,Star,Standard,,,Medium
369,228984,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,57254.0,Married,Star,Standard,,,Medium
1269,441509,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,77435.0,Married,Aurora,Standard,,,High
1327,391402,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,69765.0,Single,Aurora,Standard,,,Medium
1558,229636,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,82147.0,Single,Aurora,Standard,,,High
2015,723112,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,75383.0,Married,Aurora,Standard,,,High
2089,666680,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49188.0,Married,Aurora,Standard,,,Low
2179,647933,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,79325.0,Married,Aurora,Standard,,,High
2234,263302,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,73382.0,Single,Aurora,Standard,,,High
3107,893294,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,76622.0,Divorced,Aurora,Standard,,,High
3118,725962,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47638.0,Married,Aurora,Standard,,,Low
3464,263246,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,79488.0,Married,Aurora,Standard,,,High
3489,195960,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,98015.0,Single,Aurora,Standard,,,High
3728,408915,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64913.0,Married,Aurora,Standard,,,Medium
3918,600432,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,75681.0,Married,Aurora,Standard,,,High
3979,399943,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,70766.0,Married,Aurora,Standard,,,High
4564,906780,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59569.0,Divorced,Nova,Standard,,,Medium
5165,241990,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,55123.0,Single,Nova,Standard,,,Medium
6093,569369,Canada,Ontario,Toronto,M2M 6J7,Male,Master,105231.0,Divorced,Nova,Standard,,,High
6624,661487,Canada,Alberta,Calgary,T3E 2V9,Male,High School or Below,80767.0,Married,Nova,Standard,,,High
7111,817744,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,138073.0,Married,Nova,Standard,,,High
8465,833793,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,71971.0,Married,Nova,Standard,2018.0,,High
8538,445549,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61008.0,Married,Nova,Standard,,,Medium
8545,364372,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,104488.0,Single,Nova,Standard,,,High
8916,629394,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,118863.0,Divorced,Nova,Standard,,,High
10210,686612,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,171815.0,Divorced,Star,Standard,2017.0,,High
10451,497106,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,49276.0,Married,Star,Standard,,,Low
10597,231614,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,85203.0,Divorced,Star,Standard,,,High
11012,321012,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,84752.0,Married,Star,Standard,,,High
11134,803234,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,50004.0,Divorced,Star,Standard,,,Medium
11252,294071,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70705.0,Married,Star,Standard,,3.0,High
11732,973111,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,91621.0,Married,Star,Standard,,,High
12144,775562,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,70226.0,Married,Star,Standard,2017.0,,High
12192,802974,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,80838.0,Divorced,Star,2018 Promotion,,,High
12211,420481,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,89051.0,Married,Star,Standard,,,High
12327,302657,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,89933.0,Married,Star,Standard,,,High
12681,243001,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,70996.0,Single,Star,Standard,,,High
12951,124987,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,76153.0,Married,Star,Standard,2014.0,,High
13009,531793,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57546.0,Single,Star,Standard,,,Medium
13174,206576,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,79329.0,Divorced,Star,Standard,2015.0,,High
13231,114743,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,59753.0,Married,Star,Standard,,,Medium
13378,420786,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,99540.0,Married,Star,Standard,,,High
13395,812628,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,100598.0,Married,Star,Standard,,,High
13456,497861,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,71139.0,Married,Star,Standard,,,High
13526,868152,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,84563.0,Single,Star,Standard,,,High
13718,270759,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,96138.0,Single,Star,Standard,,,High
13728,134273,Canada,Ontario,Sudbury,M5V 1G5,Female,High School or Below,65565.0,Married,Star,Standard,,,Medium
13997,950391,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,65872.0,Married,Star,Standard,,,Medium
14163,211589,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,68905.0,Married,Star,Standard,,,Medium
14165,157911,Canada,Ontario,London,M5B 3E4,Male,Bachelor,55550.0,Married,Star,Standard,,,Medium
14439,126239,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,99537.0,Married,Star,Standard,,,High
14781,610096,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,82515.0,Married,Star,Standard,,,High
15000,973104,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,221857.0,Married,Star,Standard,,,High
15981,649442,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,90991.0,Married,Star,Standard,,,High
16052,436827,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,58441.0,Divorced,Star,Standard,,,Medium
16099,713406,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,57608.0,Married,Star,2018 Promotion,,,Medium
37,238119,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,75980.0,Married,Star,Standard,,,High
143,188340,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,82675.0,Single,Star,Standard,,,High
244,143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76159.0,Married,Star,Standard,,,High
311,274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188.0,Married,Star,Standard,2018.0,,Medium
771,600820,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,228861.0,Divorced,Aurora,Standard,,,High
1119,596586,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,88321.0,Divorced,Aurora,Standard,,,High
1202,792514,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,71730.0,Married,Aurora,Standard,,,High
1922,262351,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,98168.0,Divorced,Aurora,Standard,,,High
2237,302056,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,72770.0,Married,Aurora,Standard,,,High
2746,129071,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,57295.0,Single,Aurora,Standard,2016.0,,Medium
3624,287266,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,84612.0,Married,Aurora,Standard,,,High
4184,203745,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,100034.0,Married,Nova,Standard,,,High
5035,307136,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,48851.0,Married,Nova,Standard,,,Low
5212,924089,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,73008.0,Married,Nova,Standard,,,High
5489,433020,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,60897.0,Married,Star,2018 Promotion,2018.0,,Medium
5552,390874,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,60079.0,Married,Nova,Standard,,,Medium
5675,472325,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74299.0,Married,Nova,Standard,,,High
6114,819718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,88871.0,Married,Nova,Standard,,,High
6759,256198,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,68565.0,Divorced,Nova,Standard,,,Medium
6765,230240,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,124154.0,Divorced,Nova,Standard,,,High
6823,707699,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,82152.0,Married,Nova,Standard,,,High
6925,698932,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,81916.0,Married,Nova,Standard,2018.0,,High
7025,381395,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48050.0,Married,Nova,Standard,,,Low
7048,775573,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Master,111948.0,Married,Nova,Standard,,8.0,High
7056,433752,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77363.0,Married,Nova,Standard,,,High
7196,504311,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,71720.0,Married,Nova,Standard,,,High
7276,575070,Canada,Ontario,Toronto,M1R 4K3,Male,Doctor,239677.0,Single,Nova,Standard,,,High
7880,258228,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87330.0,Married,Nova,Standard,,,High
9252,474333,Canada,Alberta,Edmonton,T9G 1W3,Female,High School or Below,78318.0,Married,Nova,Standard,,,High
9290,631543,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,82515.0,Married,Nova,Standard,,,High
9419,914044,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71194.0,Married,Nova,Standard,,,High
9517,462036,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,82937.0,Married,Nova,Standard,,,High
9798,462174,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,75335.0,Married,Nova,Standard,,,High
10206,788217,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,64730.0,Divorced,Nova,2018 Promotion,,,Medium
10452,795129,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49276.0,Married,Star,Standard,,,Low
10499,378793,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,93227.0,Single,Star,Standard,,,High
10601,200991,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,54632.0,Divorced,Star,Standard,,,Medium
11392,621093,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,90541.0,Married,Star,Standard,,,High
11782,221862,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,63348.0,Married,Star,Standard,,,Medium
12059,280087,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,90349.0,Divorced,Star,Standard,,,High
12219,872946,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,90548.0,Married,Star,Standard,,,High
12597,360868,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,86987.0,Married,Star,Standard,,,High
13481,417082,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,83852.0,Married,Star,Standard,,,High
13541,154173,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56663.0,Married,Star,Standard,,,Medium
13926,501699,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,97030.0,Divorced,Star,Standard,,,High
13930,475991,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,48103.0,Married,Star,Standard,,,Low
14029,346274,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,85879.0,Married,Star,Standard,,,High
14510,336357,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,82406.0,Single,Nova,2018 Promotion,,,High
14905,982096,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,49228.0,Divorced,Star,Standard,,,Low
14952,336025,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,65033.0,Single,Star,Standard,,,Medium
15197,106046,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,16628.0,Single,Star,2018 Promotion,,,Low
15306,956630,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70384.0,Single,Star,Standard,,,High
15661,578234,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,76622.0,Divorced,Star,Standard,2017.0,,High
15706,425294,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,84781.0,Divorced,Star,Standard,,,High
15851,380795,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,70056.0,Single,Star,Standard,,,High
16034,230124,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70267.0,Single,Star,Standard,,,High
16593,355795,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,56644.0,Divorced,Star,Standard,,,Medium
16700,154981,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,46971.0,Married,Star,Standard,,,Low
779,917352,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,63901.0,Married,Aurora,Standard,2018.0,,Medium
908,173212,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76014.0,Married,Aurora,Standard,,,High
987,755538,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,74119.0,Divorced,Aurora,Standard,,,High
1225,595978,Canada,Ontario,Toronto,M8Y 4K8,Female,High School or Below,65565.0,Married,Aurora,Standard,,,Medium
1350,752462,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,102956.0,Married,Aurora,Standard,,,High
1968,933642,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55551.0,Married,Aurora,Standard,,,Medium
1985,327365,Canada,British Columbia,Vancouver,V6E 3D9,Male,High School or Below,40432.0,Married,Aurora,Standard,,,Low
2163,537701,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,53637.0,Married,Aurora,Standard,,,Medium
2326,132705,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,48636.0,Married,Aurora,Standard,,,Low
2722,583718,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,98806.0,Married,Aurora,Standard,,,High
2823,194009,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,104352.0,Married,Aurora,Standard,,,High
2882,342583,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,81786.0,Single,Aurora,Standard,,,High
3067,842793,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,58665.0,Married,Aurora,Standard,,,Medium
3269,909260,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,61578.0,Divorced,Aurora,Standard,,,Medium
3742,755145,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,104928.0,Single,Aurora,Standard,,,High
4047,530880,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,62112.0,Single,Aurora,Standard,,,Medium
4317,609650,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,86578.0,Married,Nova,Standard,,,High
4388,512640,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,89847.0,Divorced,Nova,Standard,,,High
4680,918326,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,60452.0,Married,Nova,Standard,,,Medium
4942,682654,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55093.0,Married,Nova,Standard,2017.0,,Medium
4996,286927,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,61758.0,Divorced,Nova,Standard,,,Medium
5225,129030,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,83990.0,Married,Nova,Standard,,,High
5247,133608,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78248.0,Divorced,Nova,Standard,,,High
5321,568171,Canada,New Brunswick,Fredericton,E3B 2H2,Female,High School or Below,43788.0,Single,Nova,Standard,,,Low
5817,592003,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,60845.0,Married,Aurora,2018 Promotion,,,Medium
6675,545567,Canada,Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,60802.0,Divorced,Nova,Standard,,,Medium
6731,888297,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,86759.0,Single,Nova,Standard,,,High
6860,537132,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,83742.0,Married,Nova,Standard,,,High
8258,347423,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,68820.0,Married,Nova,Standard,,,Medium
8472,414741,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,76121.0,Married,Nova,Standard,,,High
8787,580212,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,94864.0,Divorced,Nova,Standard,,,High
8914,642401,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,97776.0,Married,Nova,Standard,2018.0,,High
8946,959778,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,56307.0,Divorced,Nova,Standard,,,Medium
8966,336238,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,76378.0,Married,Nova,Standard,2017.0,,High
9008,469616,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,61813.0,Married,Nova,Standard,,,Medium
9282,369229,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,93799.0,Married,Nova,Standard,,,High
9701,539760,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,60278.0,Married,Nova,Standard,,,Medium
9814,106936,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,67299.0,Married,Nova,Standard,,,Medium
10017,209729,Canada,Ontario,London,M5B 3E4,Female,Master,117771.0,Single,Star,Standard,,,High
10110,863349,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,61928.0,Married,Star,Standard,,,Medium
10351,568786,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,186101.0,Married,Star,Standard,,,High
10625,270575,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,99748.0,Single,Star,Standard,,,High
12296,833704,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,54794.0,Married,Star,Standard,,,Medium
12336,727686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Master,118530.0,Single,Star,Standard,2017.0,,High
12584,441719,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,57235.0,Married,Star,Standard,2015.0,,Medium
12722,476497,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,76159.0,Married,Star,Standard,,,High
12895,194959,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,52655.0,Divorced,Star,Standard,,,Medium
13631,700260,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,72409.0,Married,Star,Standard,,,High
13671,582427,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,72879.0,Married,Star,Standard,2018.0,,High
13743,486812,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,76837.0,Married,Star,Standard,,,High
13763,780855,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,94005.0,Divorced,Star,Standard,,,High
13965,833305,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,83654.0,Married,Star,Standard,,,High
14430,839132,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,75768.0,Single,Nova,2018 Promotion,,,High
14805,200764,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,94155.0,Married,Star,Standard,,,High
15200,185815,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,77615.0,Married,Star,Standard,,,High
15468,810899,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,96184.0,Married,Star,Standard,,,High
15973,112797,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,90649.0,Married,Star,Standard,2015.0,,High
15979,929885,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,82365.0,Single,Star,Standard,,,High
16082,961533,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,76456.0,Married,Star,Standard,,,High
0,480934,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,83236.0,Married,Star,Standard,,,High
473,553567,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,87635.0,Married,Star,Standard,2017.0,,High
768,290599,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,71559.0,Married,Aurora,Standard,,,High
1104,360435,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,79075.0,Married,Aurora,Standard,,,High
1285,958026,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,99724.0,Divorced,Aurora,Standard,2018.0,,High
1313,195848,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,84454.0,Single,Aurora,Standard,,,High
1361,159344,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62198.0,Married,Aurora,Standard,,,Medium
1457,833436,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88663.0,Married,Aurora,Standard,,,High
1501,266541,Canada,Ontario,London,M5B 3E4,Male,Bachelor,88633.0,Married,Aurora,Standard,,,High
2601,551055,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,52252.0,Married,Aurora,Standard,,,Medium
2690,875232,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,78830.0,Married,Aurora,Standard,,,High
2803,139518,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,57235.0,Married,Aurora,Standard,,,Medium
2848,213480,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,81719.0,Married,Aurora,Standard,,,High
4137,746031,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61097.0,Married,Aurora,Standard,,,Medium
4340,836523,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80219.0,Married,Nova,Standard,,,High
4365,249811,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,50432.0,Married,Nova,Standard,,,Medium
4567,397272,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,94259.0,Divorced,Nova,Standard,,,High
5055,597209,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,75327.0,Married,Nova,Standard,2018.0,,High
5480,793094,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,100159.0,Married,Nova,Standard,,,High
5509,946172,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,80697.0,Married,Nova,Standard,2018.0,,High
5791,894436,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,61832.0,Married,Nova,Standard,,6.0,Medium
5840,387121,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,51552.0,Married,Nova,Standard,,,Medium
6010,611481,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92717.0,Married,Nova,Standard,,,High
6026,307622,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,66905.0,Married,Nova,Standard,,,Medium
6416,602086,Canada,Ontario,London,M5B 3E4,Female,Bachelor,58005.0,Divorced,Nova,Standard,2017.0,,Medium
6957,883468,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,94433.0,Married,Nova,Standard,2018.0,,High
7502,923336,Canada,Ontario,Toronto,P1W 1K4,Male,Doctor,134476.0,Married,Nova,Standard,,,High
7870,362167,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,53081.0,Divorced,Nova,Standard,,,Medium
8397,207492,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,149992.0,Married,Nova,Standard,,,High
9033,901578,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,70228.0,Married,Nova,Standard,,,High
9138,405699,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98843.0,Married,Nova,Standard,,,High
9371,478108,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,84518.0,Married,Nova,2018 Promotion,,,High
9735,108896,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98771.0,Married,Nova,Standard,2018.0,,High
9745,863070,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,89340.0,Divorced,Nova,Standard,,,High
